Respondent_ID,Survey_timestamp,Q1_Age_group,Q1a_Gender,Q2_City_tier,Q2a_State,Q3_Income_band,Q3_Income_num_lakhs,Q4_Planning_status,Q5_Education,Q5a_Occupation,Q_Decision_authority,Q_Tech_adoption,Q_Info_source,Q6_Wedding_type,Q7_Ceremony_count,Q8_Guest_count_est,Q8_Guest_count_band,Q10_Planning_horizon,Q11_Budget_num_lakhs,Q11_Budget_band,Q13_Alloc_check,Q14_Budget_overrun,Q15_Overrun_category,Q16_Price_assessment,Q17_Social_pressure_1to5,Q18_Emotional_triggers_count,Q19_Alert_recep_1to5,Q20_Financial_concern,Q22_Overcharge_perception,Q22a_Net_satisfaction_0to10,Q22b_NPS_proxy,Q24_WTP_band,Q24_WTP_monthly_INR,Q25_Platform_intent,Q26_Pipeline_stage,Q27_LTV_estimate_INR,Fund_Personal_savings,Fund_Personal_loan,Fund_Loan_against_property,Fund_Gold_liquidation,Fund_Relatives_contribution,Fund_Credit_card,Svc_Venue,Svc_Catering,Svc_Photography,Svc_Videography,Svc_Decoration_florals,Svc_Bridal_makeup,Svc_Wedding_planner,Svc_DJ_music,Svc_Invitation_design,Svc_Mehendi_artist,Svc_Bridal_wear,Svc_Jewellery_rental,Svc_Horse_baraat,Svc_Guest_accommodation,Alloc_Venue_Catering_pct,Alloc_Photography_pct,Alloc_Decoration_pct,Alloc_Bridal_wear_pct,Alloc_Entertainment_pct,Alloc_Planner_pct,Alloc_Invitations_pct,Alloc_Misc_pct,Emo_Fear_social_judgment,Emo_Impressing_guests,Emo_Parental_expectations,Emo_Sibling_comparison,Emo_Social_media_influence,Emo_Cultural_obligation,Emo_Once_in_lifetime_thinking,Emo_None_fully_rational,Sat_venue,Sat_catering,Sat_photography,Sat_decoration,Sat_overall,Vendor_prio_1,Vendor_prio_2,Vendor_prio_3,Bundle_Venue_Catering,Bundle_Photo_Video,Bundle_Decor_Mehendi,Bundle_Makeup_Bridal,Bundle_DJ_Band,Bundle_Planner_AllVendors,Bundle_Venue_Decor,Bundle_Photo_Makeup,FeatRating_PriceBenchmark,FeatRating_BudgetOptimiser,FeatRating_OverspendAlert,FeatRating_CostForecast,FeatRating_BundleDeals,FeatRating_PersonaProfile,Is_Outlier_Budget,FE_Budget_per_guest_INR,FE_Services_count,FE_Emotional_intensity,FE_Feature_score_avg,FE_Overrun_flag,FE_Income_budget_ratio,FE_Destination_flag,FE_High_social_pressure,FE_WTP_ordinal,FE_Customer_tier,ENC_Q1_Age_group,ENC_Q2_City_tier,ENC_Q5_Education,ENC_Q10_Planning_horizon,ENC_Q17_Social_pressure_1to5,ENC_Q25_Platform_intent,ENC_Q26_Pipeline_stage,NORM_Q3_Income_num_lakhs,NORM_Q11_Budget_num_lakhs,NORM_Q8_Guest_count_est,NORM_FE_Budget_per_guest_INR,NORM_FE_Feature_score_avg,NORM_Q22a_Net_satisfaction_0to10
SS0313,2024-10-05 08:00:00,25-30,Male,Tier 2,Karnataka,20-40L,28.81,Planning now (0-12m),Doctoral,Self-employed/Business,Parents primarily,"Yes, actively use finance apps",WhatsApp family groups,Traditional local,5,850,500-1000,3-6 months,86.7,75L-1Cr,99.8,Still planning,Last-min décor upgrade,Hired planner to negotiate,3,3,3,Minor debt (<6 months),"No, pricing was fair",6.2,12,₹500-999/month,749,Yes,Retention,22799,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,40.4,14.1,10.3,19.6,8.7,3.9,1.8,1.0,1,0,0,0,0,1,1,0,6.2,8.1,5.6,5.7,7.0,Brand reputation,Price/affordability,Online reviews,1,1,0,1,0,0,0,1,3.0,3.0,4.0,3.0,3.0,4.0,0,10200,7,3,3.33,1,3.009,0,0,3,High-value,2,2,5,2,3,2,5,0.226,0.1705,0.2912,0.0115,0.4433,0.6277
SS0314,2024-10-05 08:20:00,25-30,Male,Tier 1,Maharashtra,10-20L,14.87,Considering (2-4y),Undergraduate,Salaried private,Bride primarily,Occasionally,Instagram/YouTube,Traditional local,4,816,500-1000,>12 months,76.41,75L-1Cr,100.0,Exceeded 25-50%,Hidden vendor fees,Hired planner to negotiate,3,3,1,Minor debt (<6 months),"No, pricing was fair",4.0,-9,₹500-999/month,749,Maybe,Awareness,4436,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,46.6,8.2,7.5,18.4,9.2,0.0,3.9,6.2,1,0,1,0,0,1,0,0,6.6,7.7,7.6,7.6,5.0,Online reviews,Word of mouth,Experience,1,1,0,1,0,0,0,1,3.0,2.0,3.0,3.0,4.0,3.0,0,9364,11,3,3.0,1,5.139,0,0,3,Low-value,2,3,2,4,3,1,1,0.1069,0.1497,0.2794,0.0106,0.3333,0.3936
SS0315,2024-10-05 08:40:00,25-30,Female,Tier 1,Tamil Nadu,10-20L,15.91,Considering (2-4y),Postgraduate,Homemaker,Bride primarily,"No, prefer manual",Mixed sources,Traditional local,3,600,500-1000,<3 months,93.97,75L-1Cr,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Family/friend referral,3,2,2,Minor debt (<6 months),"No, pricing was fair",5.4,13,₹200-499/month,349,No,Churned,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,43.1,8.8,7.7,20.3,6.5,3.1,4.6,5.9,1,0,0,0,0,1,0,1,6.9,7.5,6.5,7.2,7.1,Online reviews,Word of mouth,Portfolio quality,1,0,0,1,0,1,0,0,4.0,3.0,3.0,4.0,3.0,4.0,0,15662,10,2,3.5,1,5.906,0,0,2,Non-customer,2,3,3,1,3,0,0,0.1158,0.1851,0.204,0.018,0.5,0.5426
SS0316,2024-10-05 09:00:00,25-30,Female,Tier 3/Rural,Tamil Nadu,10-20L,14.93,Parent planning child,Professional,Salaried govt,Couple jointly,Occasionally,Relatives & friends,Destination (within India),3,503,500-1000,3-6 months,38.61,20-40L,100.0,Exceeded 0-10%,Venue/catering upgrade,Family/friend referral,3,2,2,Minor debt (<6 months),"Yes, slightly overcharged",5.0,-5,Free only,0,Yes,Retention,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,43.1,11.6,11.9,13.2,11.9,1.7,5.0,1.6,0,0,1,0,1,0,0,1,5.3,6.4,6.7,6.2,5.7,Package inclusions,Responsiveness,Experience,1,1,1,0,1,0,1,1,3.0,3.0,2.0,3.0,3.0,4.0,0,7676,10,2,3.0,1,2.586,1,0,0,Non-customer,2,1,4,2,3,2,5,0.1074,0.0736,0.1702,0.0086,0.3333,0.5
SS0317,2024-10-05 09:20:00,31-36,Male,Tier 1,Karnataka,<5L,2.98,Parent planning child,Postgraduate,Salaried private,Parents primarily,Occasionally,Relatives & friends,Traditional local,2,117,50-150,>12 months,13.24,10-20L,100.0,Exceeded 10-25%,Last-min décor upgrade,Family/friend referral,5,3,2,Prefer not to say,"Yes, significantly overcharged",3.4,-22,Free only,0,Maybe,Trial,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,38.7,9.9,13.2,23.0,6.9,0.0,5.6,2.7,1,0,0,1,1,0,0,0,6.3,4.5,4.6,4.1,4.8,Online reviews,Portfolio quality,Responsiveness,0,0,1,1,1,0,0,0,4.0,5.0,2.0,1.0,2.0,3.0,0,11316,6,3,2.83,1,4.443,0,1,0,Non-customer,3,3,3,4,5,1,3,0.0054,0.0225,0.0356,0.0128,0.2767,0.3298
SS0318,2024-10-05 09:40:00,37-45,Female,Tier 1,Delhi NCR,<5L,3.3,Engaged (1-2y),Postgraduate,Salaried private,Parents primarily,"Yes, actively use finance apps",Relatives & friends,Traditional local,2,71,50-150,<3 months,15.63,10-20L,100.1,Exceeded 25-50%,Hidden vendor fees,Trusted without comparison,5,3,4,No concern — well within budget,"Yes, significantly overcharged",1.9,-52,<₹199/month,99,Maybe,Consideration,906,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,43.0,11.4,7.1,20.4,7.0,2.8,4.7,3.7,1,0,0,0,1,0,1,0,6.1,6.2,5.3,5.1,3.8,Portfolio quality,Experience,Responsiveness,1,0,0,0,1,0,1,1,2.0,4.0,2.0,1.0,3.0,2.0,0,22014,7,3,2.33,1,4.736,0,1,1,Low-value,4,3,3,1,5,1,2,0.0081,0.0273,0.0195,0.0254,0.11,0.1702
SS0319,2024-10-05 10:00:00,18-24,Male,Tier 2,Bihar,>75L,90.28,Planning now (0-12m),Up to 12th,Salaried private,Bride primarily,"No, prefer manual",Relatives & friends,Traditional local,6,1026,1000+,3-6 months,120.0,>1Cr,100.0,Exceeded >50%,Family pressure,Checked online reviews,2,1,2,No concern — well within budget,"No, pricing was fair",7.1,37,₹200-499/month,349,Yes,Trial,8566,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,38.4,12.4,11.8,18.7,7.4,1.8,5.5,4.0,0,0,0,0,0,0,1,1,8.6,8.0,5.9,6.3,7.8,Experience,Package inclusions,Brand reputation,1,0,1,1,1,0,0,1,3.0,3.0,5.0,3.0,3.0,5.0,0,11696,8,1,3.67,1,1.329,0,0,2,Mid-value,1,2,1,2,2,2,3,0.7509,0.2376,0.3526,0.0133,0.5567,0.7234
SS0320,2024-10-05 10:20:00,37-45,Male,Tier 1,Punjab,10-20L,15.38,Parent planning child,Professional,Student,Mixed family committee,"Yes, actively use finance apps",WhatsApp family groups,Intimate (<100 guests),3,43,<50,6-12 months,50.23,40-75L,99.9,Exceeded 10-25%,Family pressure,Trusted without comparison,3,3,4,Significant loan (1-3 years),"No, got a great deal",7.7,41,₹500-999/month,749,Maybe,Consideration,8222,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,36.2,13.1,11.9,18.1,8.5,0.2,5.6,6.3,1,0,0,0,1,0,1,0,6.6,7.8,6.1,5.9,8.1,Experience,Online reviews,Portfolio quality,0,1,0,1,0,0,1,0,1.0,3.0,3.0,2.0,2.0,3.0,0,116814,4,3,2.33,1,3.266,0,0,3,Mid-value,4,3,4,3,3,1,2,0.1113,0.097,0.0098,0.1369,0.11,0.7872
SS0321,2024-10-05 10:40:00,25-30,Female,Tier 3/Rural,Maharashtra,5-10L,6.48,Planning now (0-12m),Undergraduate,Freelancer,Bride primarily,"Yes, actively use finance apps",Instagram/YouTube,Destination (within India),2,164,150-300,6-12 months,19.05,10-20L,100.0,Exceeded 0-10%,Photography upgrade,Compared 3+ quotes,3,3,4,Minor debt (<6 months),Unable to assess,6.8,20,<₹199/month,99,Yes,Conversion,2306,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,38.7,11.7,9.3,18.0,6.9,8.5,1.8,5.1,0,1,0,1,0,1,0,0,7.3,7.5,6.8,4.7,6.9,Portfolio quality,Responsiveness,Experience,1,0,1,0,1,1,1,1,5.0,5.0,3.0,3.0,3.0,4.0,0,11616,8,3,3.83,1,2.94,1,0,1,Low-value,2,1,2,3,3,2,4,0.0353,0.0342,0.052,0.0132,0.61,0.6915
SS0322,2024-10-05 11:00:00,25-30,Female,Tier 1,Delhi NCR,5-10L,7.74,Parent planning child,Postgraduate,Self-employed/Business,Couple jointly,"No, prefer manual",Instagram/YouTube,Destination (within India),1,353,300-500,<3 months,52.91,40-75L,100.0,Exceeded 0-10%,Bridal outfit/jewellery,Family/friend referral,4,3,2,Minor debt (<6 months),,5.5,-7,₹200-499/month,349,Maybe,Trial,1318,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,38.3,12.0,13.6,14.5,6.9,6.1,3.9,4.7,1,0,1,1,0,0,0,0,5.6,7.3,6.9,5.2,6.5,Brand reputation,Package inclusions,Responsiveness,0,1,1,1,0,0,1,1,4.0,4.0,3.0,2.0,3.0,4.0,0,14989,11,3,3.33,1,6.836,1,1,2,Low-value,2,3,3,1,4,1,3,0.046,0.1024,0.1179,0.0172,0.4433,0.5532
SS0323,2024-10-05 11:20:00,18-24,Male,Tier 1,Gujarat,<5L,2.44,Engaged (1-2y),Postgraduate,Salaried govt,Parents primarily,Occasionally,Instagram/YouTube,Grand (500+ guests),1,1759,1000+,>12 months,12.45,10-20L,100.0,Exceeded 0-10%,Family pressure,Used wedding app/website,4,3,3,No concern — well within budget,"Yes, slightly overcharged",4.9,3,Free only,0,Yes,Trial,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,41.6,7.6,13.4,15.7,11.3,2.9,4.4,3.1,1,1,0,1,0,0,0,0,6.0,7.4,4.1,6.3,6.8,Word of mouth,Experience,Portfolio quality,1,1,1,0,0,0,1,1,3.0,2.0,3.0,4.0,3.0,2.0,0,708,5,3,2.83,1,5.102,0,1,0,Non-customer,1,3,3,4,4,2,3,0.0008,0.0209,0.6083,0.0004,0.2767,0.4894
SS0324,2024-10-05 11:40:00,37-45,Female,Tier 3/Rural,Maharashtra,20-40L,25.18,Engaged (1-2y),Up to 12th,Salaried private,Bride primarily,"No, prefer manual",Relatives & friends,Traditional local,5,656,500-1000,6-12 months,43.26,40-75L,100.1,Exceeded 0-10%,Venue/catering upgrade,Used wedding app/website,2,2,4,No concern — well within budget,"No, pricing was fair",6.5,18,Free only,0,Maybe,Trial,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,42.2,12.7,10.3,15.8,8.3,2.1,2.9,5.8,0,0,1,1,0,0,0,0,7.8,8.0,8.4,7.8,7.3,Online reviews,Portfolio quality,Word of mouth,1,1,1,1,1,0,0,0,3.0,4.0,2.0,5.0,4.0,4.0,0,6595,8,2,3.67,1,1.718,0,0,0,Non-customer,4,1,1,3,2,1,3,0.195,0.083,0.2236,0.0073,0.5567,0.6596
SS0325,2024-10-05 12:00:00,37-45,Male,Tier 1,Gujarat,40-75L,54.95,Considering (2-4y),Postgraduate,Self-employed/Business,Couple jointly,"No, prefer manual",Wedding apps (WedMeGood etc.),Intimate (<100 guests),6,27,<50,6-12 months,120.0,>1Cr,100.0,Exceeded 25-50%,Bridal outfit/jewellery,Used wedding app/website,2,1,2,Significant loan (1-3 years),Unable to assess,6.0,19,₹200-499/month,349,Yes,Conversion,11347,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,36.2,11.5,15.1,20.4,3.3,7.3,2.3,3.9,0,1,0,0,0,0,0,1,8.4,9.5,7.1,7.5,5.8,Responsiveness,Price/affordability,Package inclusions,1,1,0,1,1,0,1,0,5.0,4.0,5.0,4.0,4.0,5.0,0,444444,9,1,4.5,1,2.184,0,0,2,Mid-value,4,3,3,3,2,2,4,0.4492,0.2376,0.0042,0.522,0.8333,0.6064
SS0326,2024-10-05 12:20:00,37-45,Male,Tier 2,Punjab,5-10L,7.73,Planning now (0-12m),Professional,Self-employed/Business,Mixed family committee,"Yes, actively use finance apps",Mixed sources,Grand (500+ guests),1,1092,1000+,6-12 months,37.72,20-40L,100.0,Exceeded 25-50%,Venue/catering upgrade,Checked online reviews,3,2,4,No concern — well within budget,"Yes, slightly overcharged",3.8,-8,₹200-499/month,349,No,Churned,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,38.3,17.1,13.3,15.8,5.3,1.4,5.4,3.4,0,1,0,0,0,1,0,1,4.8,8.4,5.8,3.8,5.5,Word of mouth,Responsiveness,Experience,1,1,0,1,0,0,0,1,2.0,4.0,3.0,3.0,2.0,4.0,0,3454,9,2,3.0,1,4.88,0,0,2,Non-customer,4,2,4,3,3,0,0,0.0459,0.0718,0.3757,0.0036,0.3333,0.3723
SS0327,2024-10-05 12:40:00,25-30,Male,Tier 1,Others,40-75L,60.82,Engaged (1-2y),Up to 12th,Salaried private,Parents primarily,"No, prefer manual",Relatives & friends,Traditional local,4,1419,1000+,6-12 months,120.0,>1Cr,100.1,Exceeded 10-25%,Venue/catering upgrade,Family/friend referral,4,3,4,No concern — well within budget,"No, pricing was fair",3.5,-25,₹500-999/month,749,Maybe,Awareness,4700,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,43.7,11.6,6.8,16.8,5.4,9.8,4.1,1.9,0,1,0,1,0,0,1,0,4.7,6.8,8.3,5.1,5.0,Word of mouth,Price/affordability,Responsiveness,0,1,1,0,0,1,0,0,4.0,4.0,3.0,4.0,3.0,3.0,0,8457,10,3,3.5,1,1.973,0,1,3,Low-value,2,3,1,3,4,1,1,0.4993,0.2376,0.4897,0.0095,0.5,0.3404
SS0328,2024-10-05 13:00:00,18-24,Male,Tier 1,Maharashtra,20-40L,28.31,Considering (2-4y),Undergraduate,Salaried private,Father primarily,"No, prefer manual",WhatsApp family groups,Traditional local,3,2156,1000+,<3 months,120.0,>1Cr,100.0,Exceeded 0-10%,,Checked online reviews,3,3,3,No concern — well within budget,"Yes, slightly overcharged",5.6,3,<₹199/month,99,Yes,Trial,2994,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,39.1,10.0,14.8,15.2,3.3,8.7,4.3,4.6,0,1,1,0,1,0,0,0,5.7,7.7,6.2,5.5,6.1,Brand reputation,Package inclusions,Portfolio quality,1,1,0,0,0,0,1,0,3.0,4.0,4.0,2.0,5.0,3.0,0,5566,11,3,3.5,1,4.239,0,0,1,Low-value,1,3,2,1,3,2,3,0.2217,0.2376,0.7468,0.0061,0.5,0.5638
SS0329,2024-10-05 13:20:00,25-30,Female,Tier 2,Karnataka,10-20L,17.53,Recently married (≤3y),Undergraduate,Self-employed/Business,Parents primarily,"Yes, actively use finance apps",WhatsApp family groups,Destination (within India),3,762,500-1000,6-12 months,120.0,>1Cr,100.1,Exceeded 10-25%,Last-min décor upgrade,Compared 3+ quotes,1,1,4,Severe financial strain,"Yes, slightly overcharged",6.4,20,Free only,0,Yes,Trial,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,45.0,13.5,11.1,16.9,3.8,1.5,5.6,2.7,0,0,1,0,0,0,0,0,6.6,6.7,6.9,7.3,6.6,Experience,Price/affordability,Portfolio quality,1,0,1,1,1,1,1,0,4.0,3.0,3.0,5.0,4.0,2.0,0,15748,9,1,3.5,1,6.845,1,0,0,Non-customer,2,2,2,3,1,2,3,0.1296,0.2376,0.2606,0.0181,0.5,0.6489
SS0330,2024-10-05 13:40:00,31-36,Female,Tier 1,Maharashtra,10-20L,12.58,Parent planning child,Postgraduate,Salaried private,Parents primarily,"Yes, actively use finance apps",WhatsApp family groups,Traditional local,3,639,500-1000,>12 months,68.65,40-75L,100.0,Exceeded 0-10%,Photography upgrade,Hired planner to negotiate,4,3,4,No concern — well within budget,"Yes, significantly overcharged",2.4,-46,₹200-499/month,349,Yes,Consideration,9167,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,45.0,10.1,4.6,14.2,9.1,9.0,2.6,5.4,0,1,1,0,0,1,0,0,4.0,4.0,4.1,5.7,3.6,Online reviews,Word of mouth,Responsiveness,1,1,1,0,1,1,0,1,3.0,2.0,3.0,3.0,3.0,3.0,0,10743,10,3,2.83,1,5.457,0,1,2,Mid-value,3,3,3,4,4,2,2,0.0874,0.1341,0.2176,0.0122,0.2767,0.2234
SS0331,2024-10-05 14:00:00,37-45,Non-binary/Other,Tier 1,Maharashtra,40-75L,60.63,Recently married (≤3y),Undergraduate,Self-employed/Business,Parents primarily,"Yes, actively use finance apps",Relatives & friends,Destination (within India),5,599,500-1000,3-6 months,120.0,>1Cr,100.1,Exceeded 0-10%,Guest list expansion,Hired planner to negotiate,4,3,3,No concern — well within budget,"No, pricing was fair",4.0,-3,Free only,0,Maybe,Awareness,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,38.7,7.3,13.0,19.9,4.8,9.6,2.8,4.0,0,1,1,0,1,0,0,0,5.4,7.3,6.2,7.4,5.0,Responsiveness,Online reviews,Package inclusions,1,1,0,0,0,1,1,1,3.0,3.0,4.0,4.0,2.0,4.0,0,20033,12,3,3.33,1,1.979,1,1,0,Non-customer,4,3,2,2,4,1,1,0.4977,0.2376,0.2037,0.0231,0.4433,0.3936
SS0332,2024-10-05 14:20:00,25-30,Female,Tier 1,Tamil Nadu,>75L,96.92,Considering (2-4y),Undergraduate,Student,Parents primarily,Occasionally,Instagram/YouTube,Destination (within India),4,793,500-1000,3-6 months,120.0,>1Cr,100.0,Within budget,No overrun,Compared 3+ quotes,3,3,4,Prefer not to say,"Yes, significantly overcharged",4.3,-12,₹1000+/month,1200,Yes,Trial,31112,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,37.7,15.6,12.9,15.9,8.5,2.8,3.5,3.1,1,0,0,0,1,0,1,0,3.1,4.3,4.3,3.2,6.2,Online reviews,Responsiveness,Portfolio quality,1,1,0,0,1,0,1,0,5.0,2.0,4.0,4.0,2.0,4.0,0,15132,8,3,3.5,0,1.238,1,0,4,High-value,2,3,2,2,3,2,3,0.8076,0.2376,0.2714,0.0173,0.5,0.4255
SS0333,2024-10-05 14:40:00,31-36,Female,Tier 2,Others,40-75L,54.49,Considering (2-4y),Postgraduate,Salaried private,Parents primarily,Occasionally,Wedding apps (WedMeGood etc.),Intimate (<100 guests),6,97,50-150,6-12 months,78.72,75L-1Cr,99.8,Still planning,Family pressure,Checked online reviews,4,3,2,No concern — well within budget,"No, pricing was fair",5.3,22,Free only,0,Yes,Trial,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,39.3,6.9,12.4,21.0,7.7,1.4,4.2,6.9,1,0,1,0,1,0,0,0,7.5,6.7,7.5,7.6,6.8,Responsiveness,Brand reputation,Portfolio quality,0,1,1,1,0,0,1,0,4.0,2.0,3.0,4.0,3.0,3.0,0,81155,5,3,3.17,1,1.445,0,1,0,Non-customer,3,2,3,3,4,2,3,0.4453,0.1544,0.0286,0.0949,0.39,0.5319
SS0334,2024-10-05 15:00:00,18-24,Female,Tier 2,Others,40-75L,56.08,Planning now (0-12m),Undergraduate,Salaried private,Bride primarily,Occasionally,WhatsApp family groups,Grand (500+ guests),4,890,500-1000,3-6 months,120.0,>1Cr,100.0,Still planning,Bridal outfit/jewellery,Compared 3+ quotes,2,1,2,Significant loan (1-3 years),Unable to assess,6.8,40,Free only,0,Yes,Conversion,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,39.0,14.5,9.5,18.6,7.5,6.7,2.2,2.0,0,1,0,0,0,0,0,1,7.7,6.7,7.0,5.1,7.2,Experience,Brand reputation,Responsiveness,1,1,1,0,0,0,1,0,4.0,5.0,3.0,4.0,4.0,5.0,0,13483,12,1,4.17,1,2.14,0,0,0,Non-customer,1,2,2,2,2,2,4,0.4588,0.2376,0.3052,0.0154,0.7233,0.6915
SS0335,2024-10-05 15:20:00,25-30,Female,Tier 3/Rural,Karnataka,5-10L,7.41,Planning now (0-12m),Undergraduate,Other,Couple jointly,Occasionally,,Destination (international),2,570,500-1000,>12 months,42.61,40-75L,100.2,Exceeded 0-10%,Guest list expansion,Checked online reviews,2,2,2,Significant loan (1-3 years),"No, pricing was fair",7.1,23,₹200-499/month,349,Yes,Trial,10916,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,35.9,15.1,11.2,16.7,7.5,7.9,3.4,2.5,1,0,0,0,0,0,1,0,6.8,7.3,7.4,5.7,7.3,Package inclusions,Responsiveness,Price/affordability,1,0,1,1,0,1,1,0,2.0,2.0,3.0,3.0,4.0,4.0,0,7475,11,2,3.0,1,5.75,1,0,2,Mid-value,2,1,2,4,2,2,3,0.0432,0.0816,0.1936,0.0083,0.3333,0.7234
SS0336,2024-10-05 15:40:00,25-30,Male,Tier 2,Karnataka,40-75L,62.34,Recently married (≤3y),Undergraduate,Self-employed/Business,Mixed family committee,Occasionally,Mixed sources,Traditional local,4,1296,1000+,6-12 months,120.0,>1Cr,100.1,Exceeded 0-10%,Last-min décor upgrade,Checked online reviews,4,3,3,No concern — well within budget,"No, pricing was fair",7.2,20,Free only,0,Maybe,Consideration,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,39.6,9.9,10.6,21.5,6.5,6.2,2.8,3.0,1,1,1,0,0,0,0,0,7.5,6.2,6.5,6.2,8.0,Responsiveness,Online reviews,Word of mouth,1,1,1,1,1,0,0,0,4.0,4.0,3.0,4.0,2.0,2.0,0,9259,8,3,3.17,1,1.925,0,1,0,Non-customer,2,2,2,3,4,1,2,0.5123,0.2376,0.4468,0.0104,0.39,0.734
SS0337,2024-10-05 16:00:00,25-30,Female,Tier 1,Uttar Pradesh,5-10L,6.97,Planning now (0-12m),Undergraduate,Salaried private,Couple jointly,Occasionally,Mixed sources,Intimate (<100 guests),2,45,<50,3-6 months,23.92,20-40L,100.0,Within budget,No overrun,Family/friend referral,3,3,2,No concern — well within budget,"Yes, slightly overcharged",4.1,-9,<₹199/month,99,Yes,Awareness,2274,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,44.3,11.9,6.9,15.8,10.2,0.0,2.2,8.7,1,0,0,0,0,1,1,0,6.8,5.8,6.0,4.7,5.0,Brand reputation,Package inclusions,Price/affordability,1,0,0,0,0,0,1,1,4.0,3.0,3.0,4.0,2.0,2.0,0,53156,7,3,3.0,0,3.432,0,0,1,Low-value,2,3,2,2,3,2,1,0.0395,0.044,0.0105,0.062,0.3333,0.4043
SS0338,2024-10-05 16:20:00,25-30,Female,Tier 1,West Bengal,10-20L,13.98,Engaged (1-2y),Undergraduate,Self-employed/Business,Father primarily,"Yes, actively use finance apps",Relatives & friends,Intimate (<100 guests),4,54,50-150,6-12 months,22.27,20-40L,100.0,Still planning,Guest list expansion,Compared 3+ quotes,4,2,3,Significant loan (1-3 years),,4.1,-1,₹200-499/month,349,Maybe,Awareness,2134,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,44.5,16.8,7.9,15.3,4.2,0.0,3.6,7.7,1,0,1,0,0,0,0,1,7.2,6.3,5.5,5.0,5.8,Portfolio quality,Package inclusions,Price/affordability,0,1,0,1,0,0,1,1,3.0,3.0,3.0,2.0,4.0,4.0,0,41241,7,2,3.17,1,1.593,0,1,2,Low-value,2,3,2,3,4,1,1,0.0993,0.0407,0.0136,0.048,0.39,0.4043
SS0339,2024-10-05 16:40:00,31-36,Female,Tier 1,West Bengal,>75L,94.78,Parent planning child,Postgraduate,Salaried private,Couple jointly,"No, prefer manual",Wedding apps (WedMeGood etc.),Destination (within India),6,1110,1000+,<3 months,120.0,>1Cr,100.0,Exceeded 10-25%,Guest list expansion,Trusted without comparison,1,1,2,Minor debt (<6 months),"Yes, slightly overcharged",6.2,21,Free only,0,Yes,Retention,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,29.5,11.5,13.1,23.1,7.1,7.0,3.7,5.0,0,0,1,0,0,0,0,0,7.4,7.9,5.7,6.2,6.0,Package inclusions,Word of mouth,Price/affordability,1,1,1,1,1,1,0,0,4.0,4.0,3.0,3.0,5.0,4.0,0,10811,9,1,3.83,1,1.266,1,0,0,Non-customer,3,3,3,1,1,2,5,0.7893,0.2376,0.3819,0.0123,0.61,0.6277
